許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,醫療器材級數,通關簽審文件編號,中文品名,英文品名,醫器主類別一,醫器次類別一,限制項目,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠國別,異動日期,效能,製程,製造廠公司地址,劑型,包裝
衛署醫器輸字第017632號,,,,2016-12-27,2006-12-27,醫　器,3,DHA00601763202,"""美敦力""維莎心臟節律系統","""Medtronic Versa pacing system","E 心臟血管用裝置","E3610 植入式心律器之脈搏產生器","輸　入 ",美敦力醫療產品股份有限公司》,台北市松山區敦化南路一段2號2樓,12690579,"MEDTRONIC EUROPE SARL","ROUTE  DU MOLLIAU 31, P.O. BOX, CH-1131 TOLOCHENAZ, SWITZERLAND",SWITZERLAND,2013-03-26,詳如中文仿單核定本,,,,
衛署醫器輸字第017633號,,,,2016-12-27,2006-12-27,醫　器,2,DHA00601763301,"""韋倫""攜帶式生理監視器","""Welch Allyn""Propaq LT Mnitor","E 心臟血管用裝置","E2300 心臟監視器(包含心動數計和心率警示器)","輸　入 ",佳格儀器股份有限公司,台北市松山區民生東路五段206號8樓之3,23015650,"WELCH ALLYN PROTOCOL, INC.","8500 S.W. CREEKSIDE PLACE, BEAVERTON, OR 97008, U.S.A.","UNITED STATES",2012-10-05,詳如中文仿單核定本,,,,
衛署醫器輸字第017634號,,,,2016-12-27,2006-12-27,醫　器,2,DHA00601763403,"""奇異""超音波掃描儀","""GE""Ultrasound System","P 放射學科用裝置","P1550 超音波脈動都卜勒式影像系統","輸　入 ",奇異亞洲醫療設備股份有限公司,台北市中山區南京東路３段６８、７０號１１樓,84307412,"GE HEALTHCARE JAPAN CORPORATION","7-127, ASAHIGAOKA 4-CHOME, HINO-SHI, TOKYO 191, JAPAN",JAPAN,2012-01-06,詳如中文仿單核定本,,,,
衛署醫器輸字第017635號,,,,2016-12-27,2006-12-27,醫　器,2,DHA00601763505,“柯惠”奈普特手持式血氧濃度計,"“Covidien” Nellcor Puritan Bennett Oximax Handheld Pulse Oximeter","E 心臟血管用裝置","E2700 血氧飽和測定儀","輸　入 ",台灣柯惠股份有限公司,台北市內湖區瑞光路407號4樓,16444846,COVIDIEN,"MERVUE GALWAY IRELAND",IRELAND,2013-12-02,詳如中文仿單核定本,,,,
衛署醫器輸字第017635號,,,,2016-12-27,2006-12-27,醫　器,2,DHA00601763505,“柯惠”奈普特手持式血氧濃度計,"“Covidien” Nellcor Puritan Bennett Oximax Handheld Pulse Oximeter","E 心臟血管用裝置","E2700 血氧飽和測定儀","輸　入 ",台灣柯惠股份有限公司,台北市內湖區瑞光路407號4樓,16444846,"COVIDIEN LLC","15 HAMPSHIRE STREET MANSFIELD, MA 02048 USA","UNITED STATES",2013-12-02,詳如中文仿單核定本,總公司,,,
衛署醫器輸字第017636號,,,,2016-12-27,2006-12-27,醫　器,2,DHA00601763607,"""雅氏""手術用電燒系統","""Aesculap""Electrosurgical System","I 一般及整型外科手術裝置","I4400 切割及止血用電刀及其附件","輸　入 ",台灣柏朗股份有限公司,台北市松山區健康路152號9樓,23525106,"AESCULAP AG","AM AESCULAP-PLATZ, 78532 TUTTLINGEN, GERMANY",GERMANY,2014-02-05,詳如中文仿單核定本,,,,
衛署醫器輸字第017637號,已註銷,2013-01-14,許可證已逾有效期,2011-12-27,2006-12-27,醫　器,2,DHA00601763709,"""諾音""血氧飽和測定儀","""NONIN""Pulse Oximeter","E 心臟血管用裝置","E2700 血氧飽和測定儀","輸　入 ",台新儀器有限公司,新北市新店區北新路一段８９號１２樓之２,13066953,"NONIN MEDICAL, INC.","13700 1ST AVENUE NORTH PLYMOUTH, MN 55441-5443, USA","UNITED STATES",2013-01-18,,,,,
衛署醫器輸字第017638號,,,,2016-12-27,2006-12-27,醫　器,3,DHA00601763801,"""史得勞曼""人工植牙系統","""Straumann""Dental Implant System","F 牙科裝置","F3640 骨內植體","輸　入 ",微功商行有限公司,台北市內湖區陽光街321巷30號,28477785,"INSTITUT STRAUMANN AG","PETER MERIAN-WEG 12, CH-4002 BASEL, SWITZERLAND",SWITZERLAND,2012-03-12,詳如中文仿單核定本,總公司,,,
衛署醫器輸字第017638號,,,,2016-12-27,2006-12-27,醫　器,3,DHA00601763801,"""史得勞曼""人工植牙系統","""Straumann""Dental Implant System","F 牙科裝置","F3640 骨內植體","輸　入 ",微功商行有限公司,台北市內湖區陽光街321巷30號,28477785,"STRAUMANN VILLERET SA","LES CHAMPS DU CLOS 2, 2613 VILLERET, SWITZERLAND",SWITZERLAND,2012-03-12,詳如中文仿單核定本,,,,
衛署醫器輸字第017639號,,,,2016-12-28,2006-12-28,醫　器,2,DHA00601763900,"""新那隆""e雷射系統","""Syneron""eLaser System","I 一般及整型外科手術裝置","I4810 一般外科、整形外科及皮膚科用雷射儀","輸　入 ",守恆股份有限公司,台北市內湖區安美街１６３號９樓,16387900,"SYNERON MEDICAL LTD.","INDUSTRIAL ZONE, TAVOR BUILDING, P.O.B 550 YOKNEAM ILLIT 20692, ISRAEL",ISRAEL,2011-11-11,詳如中文仿單核定本,,,,
衛署醫器輸字第017640號,,,,2016-12-28,2006-12-28,醫　器,2,DHA00601764001,"""奧林柏斯""膽道用擴張輔助器","""OLYMPUS""Inflation Device for biliary","H 胃腸病學-泌尿學科用裝置","H5010 膽管用導管及其附件","輸　入 ",元佑實業有限公司,台北市內湖區陽光街365巷37號5樓,11088586,"AOMORI OLYMPUS CO., LTD.","248-1, OKKONOKI 2-CHOME, KUROISHI-SHI, AOMORI 036-0357,JAPAN",JAPAN,2011-08-31,詳如中文仿單核定本,,,,
衛署醫器輸字第017641號,已註銷,2012-03-02,有效期限已屆,2011-12-29,2006-12-29,醫　器,2,DHA00601764100,"""德倫士""微多葉電腦治療計畫系統","""DiREX""AccuKnife Treatment Planning System","P 放射學科用裝置","P5050 醫用帶電粒子放射治療系統","輸　入 ",弘智企業有限公司,新北市汐止區新台五路一段81號9樓之7,09497656,"DIREX SYSTEMS S.A.","59 BOULEVARD DU GENERAL MARTIAL VALIN, 75015 PARIS, FRANCE",FRANCE,2012-03-03,,,,,
衛署醫器輸字第017642號,,,,2016-12-29,2006-12-29,醫　器,2,DHA00601764202,"""非常美""超音波治療儀","""PHYSIOMED""Ultrasonic therapy unit","O 物理醫學科用裝置","O5300 超音波透熱治療儀","輸　入 ",信強儀器有限公司,臺北市大安區四維路198巷31弄12號2樓之4,97307224,"PHYSIOMED ELEKTROMEDIZIN AG","HUTWEIDE 10,D-91220 SCHNAITTACH/LAIPERSDORF DEUTSCHLAND,GERMANY",GERMANY,2011-09-13,利用超音波能量，產生組織內深層熱之方法，用來減輕疼痛，緩解肌肉痙攣及關節攣縮。,,,,
衛署醫器輸字第017643號,,,,2016-12-29,2006-12-29,醫　器,3,DHA00601764304,"""亞培""冠狀動脈包覆支架暨施放系統","""Abbott""JOSTENT GraftMaster Coronary Stent Graft","E 心臟血管用裝置","E0001 心血管支架","輸　入 ",鏵甡企業有限公司,台北市大安區安居街９８巷１０號５樓,86022881,"ABBOTT VASCULAR INSTRUMENTS DEUTSCHLAND GMBH","RUDOLF-DIESEL-STR. 29 D-72414 RANGENDINGEN GERMANY",GERMANY,2011-07-19,詳如中文仿單核定本,,,,
衛署醫器輸字第017644號,,,,2016-12-29,2006-12-29,醫　器,2,DHA00601764406,"""凱斯""多功能生理監視器","""CAS""Multi-Parameter Monitor","D 麻醉學科用裝置","D1400 二氧化碳氣體分析儀","輸　入 ",傳永有限公司,新北市新莊區五權一路５號８樓之７(804室),23039153,"CAS MEDICAL SYSTEM INC.","44 EAST INDUSTRIAL ROAD, BRANFORD, CT 06405, USA","UNITED STATES",2011-10-07,詳如中文仿單核定本,,,,
衛署醫器輸字第017645號,,,,2016-12-29,2006-12-29,醫　器,2,DHA00601764508,“帕拉馬”全自動血壓計,"""Parama-Tech"" Full Automatic Sphygmomanometer","E 心臟血管用裝置","E1130 非侵入性血壓測量系統","輸　入 ",台灣帕拉馬國際有限公司,臺北市大安區信義路2段230號11樓之6,16744724,"PARAMA-TECH CO., LTD.","1-7-5, Tanotsu, Higashiku, Fukuokashi, Fukuokaken, Japan",JAPAN,2012-05-10,詳如中文仿單核定本,,,,
衛署醫器輸字第017646號,,,,2016-12-29,2006-12-29,醫　器,2,DHA00601764600,"""海帝連納""中空纖維血液透析器","""Haidylena""Polyethersulfone Hollow Fiber Dialyzers","H 胃腸病學-泌尿學科用裝置","H5860 高滲透性之血液透析系統","輸　入 ",陞技企業有限公司,新北市三重區大同北路125號1樓,84858457,"HAIDYLENA FOR ADVANCED MEDICAL INDUSTRIES","6TH OCT. CITY, 2ND INDUSTRIAL ZONE 87, GIZA, EGYPT",EGYPTI,2012-02-01,詳如中文仿單核定本,,,,
衛署醫器輸字第017647號,已註銷,2012-11-09,許可證已逾有效期,2011-12-29,2006-12-29,醫　器,2,DHA00601764702,"""怡美代科""數位化X顯像系統","""IDC""Digital radiography X-ray unit and related accessories","P 放射學科用裝置","P1630 靜電式X光影像系統","輸　入 ",建樺群業股份有限公司,臺中市南屯區溝墘里惠文路285號1樓,86427026,"IMAGING DYNAMICS COMPANY LIMITED","SUITE 151, 2340 PEGASUS WAY NE, CALGRAY, AB CANADA T2E 8M5",CANADA,2012-11-19,,,,,
衛署醫器輸字第017648號,,,,2016-12-29,2006-12-29,醫　器,2,DHA00601764801,"""美敦力迷你美""輸液套輔助植入器","""Medtronic MiniMed""Serter Infusion Set Insertion System","J 一般醫院及個人使用裝置",,"輸　入 ",美敦力醫療產品股份有限公司,台北市松山區敦化南路一段2號2樓,12690579,"MEDTRONIC MINIMED","18000 DEVONSHIRE STREET, NORTHRIDGE, CA 91325, U.S.A.","UNITED STATES",2013-03-26,詳如中文仿單核定本,,,,
衛署醫器輸字第017649號,,,,2016-12-29,2006-12-29,醫　器,2,DHA00601764903,"""美迪克""威瑪乳房組織切片追蹤器","""MD TECH""V-Mark Breast Biopsy Site Marker","I 一般及整型外科手術裝置","I4300 可植入式夾子","輸　入 ",春菖貿易有限公司,台中市西屯區天水西二街35號3樓,20833614,"MEDICAL DEVICE TECHNOLOGIES, INC.","3600 SW 47TH AVENUE GAINESVILLE, FLORIDA 32608, U.S.A.","UNITED STATES",2014-10-16,詳如中文仿單核定本,,,,
衛署醫器輸字第017650號,,,,2017-01-02,2007-01-02,醫　器,2,DHA00601765001,“歐迪科”心電心音分析儀,"“Audicor”Electro/Phono Cardiograph","E 心臟血管用裝置","E2340 心電圖描記器","輸　入 ",神農醫療器材股份有限公司,台北市中山區南京西路1-1號10樓,24305919,"INOVISE MEDICAL, INC.","8770 SW NIMBUS AVE., SUITE D, BEAVERTON, OREGON 97008-7196, USA","UNITED STATES",2012-02-24,詳如中文仿單核定本,,,,
衛署醫器輸字第017651號,已註銷,2014-04-03,許可證已逾有效期,2012-01-02,2007-01-02,醫　器,2,DHA00601765103,"""瑞穗""骨固定環","""Mizuho""Suture Wire","N 骨科用裝置","N3010 骨固定環","輸　入 ",福泰貿易有限公司,台北市博愛路２５號７樓之９,03530806,"MIZUHO IKAKOGYO CO., LTD. GOSEN FACTORY","3631-14 OAZA AKOMI, GOSEN CITY NIIGATA 929-1821, JAPAN",JAPAN,2014-05-12,,,,,
衛署醫器輸字第017652號,已註銷,2014-05-05,許可證已逾有效期,2012-01-02,2007-01-02,醫　器,2,DHA00601765205,西可汀根管乾燥清潔劑,"Sikko Tim Siccative","F 牙科裝置","F3690 樹脂牙材","輸　入 ",崴仕企業有限公司,台北市士林區中正路118之1號7樓,97312373,"VOCO GMBH","ANTON-FLETTNER-STR. 1-3, 27472 CUXHAVEN GERMANY",GERMANY,2014-05-14,,,,,
衛署醫器輸字第017653號,,,,2017-01-02,2007-01-02,醫　器,2,DHA00601765307,"""渥克""雙氟去敏齒質保護劑","""VOCO""Bifluorid Desensitizer","F 牙科裝置","F3260 窩洞塗料","輸　入 ",崴仕企業有限公司,台北市士林區中正路118之1號7樓,97312373,"VOCO GMBH","ANTON-FLETTNER-STR. 1-3, 27472 CUXHAVEN GERMANY",GERMANY,2011-10-20,詳如中文仿單核定本,,,,
衛署醫器輸字第017668號,已註銷,2014-04-30,許可證已逾有效期,2012-01-08,2007-01-08,醫　器,2,DHA00601766807,"""須樂""心電圖紀錄器","""SCHILLER""Holter System","E 心臟血管用裝置","E2800 醫用磁帶記錄器","輸　入 ",冠瑄有限公司,臺北市士林區明溪街37號1樓,23444884,"SCHILLER A.G.","ALTGASSE 68. CH-6340. BAAR SWITZERLAND",SWITZERLAND,2014-05-13,,,,,
衛署醫器輸字第017654號,已註銷,2014-07-25,許可證已逾有效期,2012-01-03,2007-01-03,醫　器,2,DHA00601765409,"""百特""輸液管組","""Baxter""Solution Infusion Set","J 一般醫院及個人使用裝置","J5440 血管內輸液套","輸　入 ",百特醫療產品股份有限公司,台北市敦化南路二段２１６號１５樓,12350071,"BAXTER HEALTHCARE SA, SINGAPORE BRANCH","2 WOODLANDS INDUSTRIAL PARK D, SINGAPORE 738750",SINGAPORE,2014-07-28,,,,,
衛署醫器輸字第017655號,,,,2017-01-03,2007-01-03,醫　器,2,DHA00601765501,"""優美""心臟中隔缺損測量導管","""NuMED""PTS SIZING Balloon CATHETER","E 心臟血管用裝置","E5175 中膈切除術導管","輸　入 ",銀鐸實業有限公司,台北市南港區成功路一段32號4樓之1,22731043,"NUMED CANADA INC.","45 SECOND STREET WEST, CORNWALL, ONTARIO, K6J 1G3, CANADA",CANADA,2012-03-06,詳如中文仿單核定本,,,,
衛署醫器輸字第017656號,,,,2017-01-04,2007-01-04,醫　器,2,DHA00601765600,"""岡本""衛生套","""Okamoto""Condom","L 婦產科用裝置","L5300 衛生套(保險套)","輸　入 ",傳悅國際有限公司,台北市中山區中山北路二段31號7樓,27333488,"OKAMOTO INDUSTRIES, INC.","1, NISHIYAMA, ITABASHI-CHO, RYUGASAKI-PREF, JAPAN",JAPAN,2013-12-31,詳如中文仿單核定本,,,,
衛署醫器輸字第017657號,,,,2017-01-08,2007-01-08,醫　器,2,DHA00601765702,"""尼德克""角膜內皮細胞顯微鏡","""Nidek""Scanning Endothelial Microscope","M 眼科用裝置","M1850 交流電力式細隙燈","輸　入 ",台灣展鑫醫療器材有限公司,臺北市內湖區陽光街321巷18號5樓之1,27763698,"NIDEK TECHNOLOGIES S.R.L.","VIA DELL' ARTIGIANATO 6/A, 35020 ALBIGNASEGO (PD), ITALY",ITALY,2012-04-26,詳如中文仿單核定本,,,,
衛署醫器輸字第017658號,已註銷,2014-07-25,許可證已逾有效期,2012-01-08,2007-01-08,醫　器,2,DHA00601765804,"""萊特""玻萃凝固系統","""Rhytec""Portrait coagulation System","I 一般及整型外科手術裝置","I4400 切割及止血用電刀及其附件","輸　入 ",守恆股份有限公司,台北市內湖區安美街１６３號９樓,16387900,"RHYTEC. INC.","1000 WINTER STREET SUITE 3600 WALTHAM, MA 02451 USA","UNITED STATES",2014-07-28,,,,,
衛署醫器輸字第017659號,已註銷,2014-05-05,許可證已逾有效期,2012-01-08,2007-01-08,醫　器,2,DHA00601765906,"""史密斯""輸液幫浦","""Smiths""Volumetric Infusion Pumps","J 一般醫院及個人使用裝置","J5725 輸液幫浦","輸　入 ",森昌有限公司,台北市松山區復興北路369號8樓,23118023,"SMITHS MEDICAL MD, INC.","1265 GREY FOX ROAD ST. PAUL MINNESOTA 55112 U.S.A.","UNITED STATES",2014-05-14,,,,,
衛署醫器輸字第017660號,,,,2017-01-08,2007-01-08,醫　器,2,DHA00601766004,"""曲克""週邊導入中央靜脈導管組","""COOK""Peripherally Inserted Central Venous Catheter(PICC)Set","E 心臟血管用裝置","E1250 經皮導管","輸　入 ",台灣曲克股份有限公司,新北市新店區北新路三段207號11樓及207-1號11樓,23162792,"COOK INCORPORATED","750 DANIELS WAY,BLOOMINGTON,IN 47404,U.S.A.","UNITED STATES",2012-05-28,詳如中文仿單核定本,,,,
衛署醫器輸字第017661號,,,,2017-01-08,2007-01-08,醫　器,2,DHA00601766106,"""貝格""燒瓷用合金","""BEGO""Nickel-chrome Alloy","F 牙科裝置","F3710 基底金屬合金","輸　入 ",新丞貿易有限公司,台北市中正區南昌路1段157號3樓,27752046,"BEGO BREMER GOLDSCHLAGEREI-WILH. HERBST GMBH & CO.","TECHNOLOGIEPARK UNIVERSITAT WILHELM-HERBST-STR. 1, 28359 BREMEN, GERMANY",GERMANY,2011-10-26,詳如中文仿單核定本,,,,
衛署醫器輸字第017662號,,,,2017-01-08,2007-01-08,醫　器,2,DHA00601766208,"""貝格""威龍尼活動假牙用合金","""BEGO""Wironit Partial Denture Alloy","F 牙科裝置","F3710 基底金屬合金","輸　入 ",新丞貿易有限公司,台北市中正區南昌路1段157號3樓,27752046,"BEGO BREMER GOLDSCHLAGEREI-WILH. HERBST GMBH & CO.","TECHNOLOGIEPARK UNIVERSITAT WILHELM-HERBST-STR. 1, 28359 BREMEN, GERMANY",GERMANY,2011-10-26,詳如中文仿單核定本,,,,
衛署醫器輸字第017663號,,,,2017-01-08,2007-01-08,醫　器,2,DHA00601766300,"""貝格""威洛尼恩活動假牙用鈷鉻合金","""BEGO""Wironium Colbat-chrome Partial Denture Alloy","F 牙科裝置","F3710 基底金屬合金","輸　入 ",新丞貿易有限公司,台北市中正區南昌路1段157號3樓,27752046,"BEGO BREMER GOLDSCHLAGEREI-WILH. HERBST GMBH & CO.","TECHNOLOGIEPARK UNIVERSITAT WILHELM-HERBST-STR. 1, 28359 BREMEN, GERMANY",GERMANY,2011-10-26,詳如中文仿單核定本,,,,
衛署醫器輸字第017664號,,,,2017-01-08,2007-01-08,醫　器,2,DHA00601766402,"""貝格""威洛邦燒瓷用鈷鉻合金","""BEGO""Wirobond Cobalt-Chrome Metal-to Ceramic Alloy","F 牙科裝置","F3710 基底金屬合金","輸　入 ",新丞貿易有限公司,台北市中正區南昌路1段157號3樓,27752046,"BEGO BREMER GOLDSCHLAGEREI-WILH. HERBST GMBH & CO.","TECHNOLOGIEPARK UNIVERSITAT WILHELM-HERBST-STR. 1, 28359 BREMEN, GERMANY",GERMANY,2011-10-26,詳如中文仿單核定本,,,,
衛署醫器輸字第017665號,,,,2017-01-08,2007-01-08,醫　器,2,DHAS0601766509,"""飛利浦""核醫/電腦斷層系統","""Philips""SPECT/CT Imaging System","P 放射學科用裝置","P1330 核醫全身掃描儀","輸　入 ;;輸入須附同意書（每次輸入均須取得原子能委員會之同意書為憑）",台灣飛利浦股份有限公司,台北市南港區園區街3-1號15樓,11916803,"PHILIPS MEDICAL SYSTEMS(CLEVELAND),INC.","595 MINER ROAD,CLEVELAND OHIO 44143, USA","UNITED STATES",2012-12-23,詳如中文仿單核定本,,,,
衛署醫器輸字第017666號,已註銷,2014-04-30,許可證已逾有效期,2012-01-08,2007-01-08,醫　器,2,DHA00601766603,"""沃德曼""光線治療器","""Waldmann""PDT-therapy system","I 一般及整型外科手術裝置",,"輸　入 ",春杏醫療儀器有限公司,新北市永和區福和路19巷4號,97445681,"HERBERT WALDMANN GMBH& CO. KG","PETER-HENLEIN-STR.5 78056 VILLINGEN-SCHWENNINGEN GERMANY",GERMANY,2014-05-12,,,,,
衛署醫器輸字第017667號,已註銷,2014-04-16,許可證已逾有效期,2012-01-08,2007-01-08,醫　器,2,DHA00601766705,"""吉米歐""超音波透熱治療儀","""gbo""Ultrasound therapy unit","O 物理醫學科用裝置","O5300 超音波透熱治療儀","輸　入 ",元宏儀器有限公司,臺中市大里區永大街三一六號一樓,52892143,"GBO MEDIZINTECHNIK AG.","KLEISTSTRASSE 6 D-64668 RIMBACH GERMANY.",GERMANY,2014-04-16,,,,,
衛署醫器輸字第017669號,,,,2017-01-08,2007-01-08,醫　器,2,DHA00601766909,"""登士派德瑞""司佩倫複合樹脂補牙材","""Dentsply DeTrey""Spectrum TPH3 Resin-based Dental Restorative","F 牙科裝置","F3690 樹脂牙材","輸　入 ",美商登士派股份有限公司台灣分公司,新北市板橋區三民路一段216號12樓,16097607,"DENTSPLY DETREY GMBH","DE-TREY-STRASSE 1 D-78467 KONSTANZ / GERMANY",GERMANY,2014-10-01,詳見中文仿單核定本,,,,
